Categoria,Area construida,Preço,Quartos,Banheiros,Vagas,Bairro
Apartamentos,142m²,1139000,3,4,3,São Cristóvão
Apartamentos,53m²,296690,2,2,1,São Cristóvão
Casas,130m²,330000,3,3,2,Porto do Centro
Casas,200m²,279000,3,1,1,Extrema
Casas,60m²,170000,2,1,1,Verde Lar
Casas,60m²,130000,2,2,2,Parque Poti
Casas,200m²,350000,3,2,3,Itararé
Casas,107m²,557180,4,4,2,Morros
Apartamentos,48m²,145000,2,1,1,Parque Ideal
Apartamentos,141m²,1400000,3,3,2,Fátima
Casas,250m²,600000,4,3,4,São Cristóvão
Casas,220m²,630000,3,4,4,Santa Isabel
Apartamentos,77m²,395000,3,2,1,Uruguai
Apartamentos,69m²,290000,3,2,1,Morada do Sol
Apartamentos,225m²,2163000,4,5 ou mais,4,Jóquei
Apartamentos,142m²,1139000,3,1,3,São Cristóvão
Apartamentos,118m²,950000,3,5 ou mais,2,São Cristóvão
Casas,120m²,580000,4,1,4,Satélite
Apartamentos,225m²,2250000,4,5 ou mais,3,Jóquei
Casas,130m²,330000,3,3,2,Porto do Centro
Apartamentos,39m²,208000,2,1,1,Gurupi
Apartamentos,55m²,180000,2,1,1,Piçarreira
Apartamentos,187m²,1210000,4,4,3,Noivos
Casas,375m²,2000000,3,3,2,Tabajaras
Apartamentos,65m²,220000,3,2,1,Vale Quem Tem
Apartamentos,78m²,498100,3,2,2,Monte Castelo
Apartamentos,438m²,2990000,4,5 ou mais,4,Jóquei
Casas,134m²,750000,3,4,2,Morros
Apartamentos,61m²,410000,1,1,1,Jóquei
Apartamentos,68m²,230000,3,2,1,Recanto das Palmeiras
Casas,520m²,2400000,3,3,4,Uruguai
Casas,400m²,2900000,5 ou mais,5 ou mais,2,Tabajaras
Casas,120m²,250000,3,2,1,Mafuá
Apartamentos,45m²,135000,2,1,1,Vale do Gavião
Casas,319m²,400000,2,2,3,Buenos Aires
Apartamentos,92m²,600000,3,4,2,Jóquei
Apartamentos,53m²,258865,2,1,1,Jóquei
Apartamentos,60m²,300000,2,2,1,Morros
Apartamentos,130m²,330000,3,3,2,Porto do Centro
Apartamentos,58m²,296023,2,1,2,Jóquei
Apartamentos,47m²,140000,2,1,2,Cidade Nova
Casas,186m²,995000,4,4,4,Ininga
Casas,90m²,330000,2,1,2,Vale Quem Tem
Casas,160m²,670000,4,4,2,Socopo
Apartamentos,70m²,490000,3,1,2,Uruguai
Apartamentos,225m²,2233200,5 ou mais,5 ou mais,4,Ininga
Casas,375m²,1900000,4,5 ou mais,5 ou mais,Tabajaras
Casas,181m²,1100000,5 ou mais,5 ou mais,4,Ininga
Apartamentos,67m²,215000,2,2,1,São Cristóvão
Casas,150m²,600000,3,2,2,Centro
Casas,98m²,275000,2,1,2,São Sebastião
Casas,450m²,800000,4,4,5 ou mais,Santa Isabel
Apartamentos,64m²,270000,3,2,1,Noivos
Apartamentos,47m²,165000,2,1,1,Morada do Sol
Apartamentos,49m²,284302,2,2,1,Cidade Nova
Apartamentos,130m²,700000,3,4,2,Jóquei
Casas,250m²,570000,4,4,5 ou mais,Fátima
Apartamentos,68m²,290000,3,2,1,Piçarreira
Apartamentos,53m²,290000,2,2,1,São Cristóvão
Apartamentos,70m²,410433,3,2,2,Cabral
Casas,227m²,1200000,3,4,4,Mafuá
Apartamentos,64m²,180000,3,2,1,Gurupi
Apartamentos,77m²,390000,2,2,2,Noivos
Casas,300m²,3000,2,1,0,Três Andares
Apartamentos,75m²,355500,3,2,2,Santa Isabel
Apartamentos,73m²,395000,3,3,1,Fátima
Casas,379m²,2000000,3,3,4,Tabajaras
Apartamentos,68m²,250000,2,2,1,Ininga
Apartamentos,85m²,720000,3,2,2,Ininga
Casas,46m²,180000,2,1,1,Mocambinho
Casas,74m²,95000,2,1,1,Vale do Gavião
Casas,152m²,800000,4,5 ou mais,2,Samapi
Casas,200m²,850000,4,4,,Santa Isabel
Apartamentos,160m²,1600000,3,4,3,Jóquei
Casas,400m²,1300000,4,4,2,Gurupi
Casas,200m²,850000,4,4,,Santa Isabel
Apartamentos,77m²,250000,3,2,1,Santa Isabel
Casas,200m²,700000,3,4,4,São Cristóvão
Casas,440m²,1300000,4,5 ou mais,4,Socopo
Casas,180m²,780000,4,5 ou mais,2,Morros
Casas,400m²,1300000,4,4,2,Gurupi
Casas,152m²,800000,4,5 ou mais,2,Samapi
Casas,440m²,1300000,4,5 ou mais,4,Socopo
Casas,240m²,750000,4,4,5 ou mais,Morada do Sol
Apartamentos,75m²,164000,3,1,,Ininga
Apartamentos,80m²,560000,3,3,2,Horto
Casas,60m²,170000,2,1,1,Vale do Gavião
Casas,175m²,890000,4,5 ou mais,4,Gurupi
Casas,182m²,980000,4,4,2,Horto
Casas,104m²,490000,3,3,2,Uruguai
Casas,200m²,500000,3,2,2,Memorare
Casas,244m²,480000,4,2,3,Aeroporto
Apartamentos,168m²,540000,3,2,1,Frei Serafim
Casas,151m²,750000,4,4,2,Gurupi
Apartamentos,47m²,159900,2,1,1,Parque Ideal
Casas,77m²,311000,3,2,2,Pedra Mole
Apartamentos,72m²,420000,3,2,2,Recanto das Palmeiras
Apartamentos,119m²,400000,3,3,3,Jóquei
Casas,169m²,550000,3,4,4,Catarina
Casas,280m²,1300000,5 ou mais,5 ou mais,4,Núcleo Urbano Fazenda Real
Casas,99m²,1000000,4,3,3,São João
Apartamentos,176m²,1100000,4,4,2,Ilhotas
Apartamentos,205m²,1500000,5 ou mais,5 ou mais,4,Jóquei
Apartamentos,103m²,620000,3,1,1,São Sebastião
Casas,200m²,590000,4,1,1,Satélite
Casas,240m²,750000,4,4,5 ou mais,Morada do Sol
Apartamentos,62m²,340000,3,1,,São Sebastião
Apartamentos,77m²,390000,2,1,1,Noivos
Casas,311m²,3200000,4,1,1,Zoobotânico
Casas,520m²,2400000,3,3,4,Uruguai
Apartamentos,80m²,700000,3,1,1,Ininga
Casas,170m²,600000,3,4,2,
Casas,200m²,870000,4,5 ou mais,5 ou mais,Ininga
Apartamentos,125m²,650000,3,3,2,Centro
Casas,448m²,1900000,4,5 ou mais,5 ou mais,Fátima
Casas,70m²,36726,2,1,1,
Casas,60m²,470000,3,4,2,
Apartamentos,48m²,150000,2,1,1,Cidade Jardim
Apartamentos,72m²,210000,3,1,1,Primavera
Apartamentos,76m²,285000,3,2,1,Samapi
Apartamentos,65m²,330000,3,1,2,Gurupi
Apartamentos,110m²,240000,4,3,1,Aeroporto
Casas,95m²,190000,3,2,2,Vale Quem Tem
Casas,120m²,599000,4,5 ou mais,2,Gurupi
Apartamentos,59m²,200000,2,2,1,Campestre
Apartamentos,180m²,800000,3,5 ou mais,2,Jóquei
Casas,200m²,590000,4,3,4,Satélite
Apartamentos,60m²,300000,2,2,1,Morros
Apartamentos,151m²,740000,3,4,2,Zoobotânico
Apartamentos,70m²,290000,3,3,2,Horto
Casas,156m²,390000,4,3,3,Satélite
Apartamentos,52m²,250000,2,1,1,Cristo Rei
Casas,200m²,300000,4,2,2,Saci
Apartamentos,60m²,230000,2,2,1,Campestre
Apartamentos,224m²,1800000,3,4,3,Jóquei
Casas,103m²,620000,3,2,2,Campestre
Apartamentos,107m²,760000,4,4,2,Jóquei
Apartamentos,67m²,225000,2,2,1,São Cristóvão
Apartamentos,74m²,470000,2,2,1,Santa Isabel
Apartamentos,107m²,900000,1,1,2,Jóquei
Apartamentos,124m²,690000,3,2,2,Jóquei
Apartamentos,74m²,355000,3,2,1,Santa Isabel
Apartamentos,137m²,900000,3,4,2,Jóquei
Casas,220m²,1700000,4,5 ou mais,4,Uruguai
Apartamentos,304m²,1900000,4,5 ou mais,4,Jóquei
Casas,57m²,196000,2,1,2,Vale do Gavião
Apartamentos,108m²,800000,3,4,2,Jóquei
Casas,200m²,850000,4,4,5 ou mais,Santa Isabel
Casas,200m²,590000,4,3,4,Satélite
Casas,226m²,750000,4,5 ou mais,5 ou mais,Fátima
Apartamentos,136m²,1137479,3,3,2,Fátima
Apartamentos,75m²,420000,3,2,1,Santa Isabel
Apartamentos,48m²,259900,2,3,1,Cristo Rei
Casas,220m²,1700000,4,5 ou mais,4,Uruguai
Casas,290m²,3000000,3,3,2,Uruguai
Casas,311m²,3200000,4,5 ou mais,5 ou mais,Zoobotânico
Casas,99m²,180000,3,1,2,Esplanada
Apartamentos,58m²,220000,1,2,1,Santa Isabel
Casas,150m²,330000,4,3,2,Parque Piauí
Apartamentos,49m²,160000,3,1,1,Aeroporto
Apartamentos,62m²,340000,3,2,2,São João
Apartamentos,70m²,270000,3,2,1,São João
Casas,280m²,700000,5 ou mais,3,5 ou mais,Ininga
Casas,210m²,1150000,4,4,2,Morros
Apartamentos,78m²,160000,2,2,2,Parque Ideal
Apartamentos,60m²,300000,2,2,1,Morros
Casas,186m²,995000,4,4,4,Ininga
Apartamentos,79m²,735000,2,3,2,Fátima
Apartamentos,75m²,504000,3,2,1,Santa Isabel
Apartamentos,69m²,365000,3,3,2,São Cristóvão
Apartamentos,55m²,160000,2,2,1,Colorado
Apartamentos,102m²,550000,3,4,2,Horto
Casas,69m²,35775,2,1,,
Apartamentos,141m²,1270000,3,4,3,Fátima
Apartamentos,77m²,190000,3,1,1,Alto Alegre
Apartamentos,300m²,270000,3,2,3,Noivos
Apartamentos,202m²,1200000,5 ou mais,5 ou mais,3,Fátima
Apartamentos,227m²,1900000,3,4,4,Jóquei
Apartamentos,119m²,950000,3,4,2,São Cristóvão
Apartamentos,1012m²,370000,2,2,1,São Cristóvão
Apartamentos,70m²,380000,3,2,,Ininga
Apartamentos,116m²,630000,3,4,2,Aeroporto
Apartamentos,55m²,230000,2,2,1,Aeroporto
Apartamentos,55m²,220000,2,2,1,São Cristóvão
Apartamentos,48m²,137065,2,1,1,Centro
Casas,120m²,398000,4,2,3,Gurupi
Casas,152m²,800000,4,4,2,Samapi
Casas,200m²,850000,4,4,4,Santa Isabel
Casas,175m²,890000,4,5 ou mais,4,Gurupi
Casas,190m²,1150000,3,2,,Fátima
Apartamentos,77m²,345000,3,3,1,Morada do Sol
Casas,169m²,430000,3,3,4,Morada Nova
Apartamentos,108m²,650000,4,4,2,Piçarreira
Apartamentos,105m²,750000,3,2,2,Fátima
Apartamentos,60m²,340000,2,2,1,Horto
Casas,87m²,414000,3,3,1,Morros
Casas,287m²,850000,5 ou mais,5 ou mais,4,São João
Casas,200m²,590000,4,3,4,Satélite
Casas,279m²,1280000,4,4,4,Zoobotânico
Apartamentos,32m²,297600,2,2,1,Horto
Casas,180m²,950000,4,4,2,Gurupi
Apartamentos,43m²,140000,2,1,1,Cidade Nova
Casas,76m²,290000,3,3,2,Morros
Apartamentos,64m²,330000,3,3,2,São Cristóvão
Apartamentos,80m²,750000,3,2,2,Jóquei
Apartamentos,141m²,1174400,3,4,3,São Cristóvão
Apartamentos,210m²,1100000,3,4,4,Fátima
Apartamentos,31m²,157000,1,1,1,Uruguai
Apartamentos,74m²,355000,3,2,1,Santa Isabel
Apartamentos,160m²,1600000,3,4,3,Jóquei
Apartamentos,57m²,269296,2,2,2,Cristo Rei
Casas,102m²,170000,2,2,1,Santa Maria
Apartamentos,45m²,210000,2,1,1,Uruguai
Casas,174m²,900000,4,5 ou mais,3,São Cristóvão
Casas,69m²,22572,2,1,,
Apartamentos,60m²,316461,3,2,2,Recanto das Palmeiras
Apartamentos,78m²,220000,2,3,1,Santa Isabel
Apartamentos,68m²,259990,3,1,1,Gurupi
Casas,104m²,450000,3,3,2,Uruguai
Apartamentos,106m²,820000,3,4,2,Horto
Casas,10m²,210000,2,2,2,Satélite
Casas,106m²,350000,3,2,2,Vale Quem Tem
Apartamentos,49m²,160000,2,1,1,Primavera
Casas,56m²,30712,2,1,,
Apartamentos,69m²,200000,3,2,1,Ininga
Casas,92m²,270000,3,3,2,Vale Quem Tem
Apartamentos,65m²,250000,2,2,2,Uruguai
Apartamentos,141m²,1270000,3,4,3,Fátima
Apartamentos,128m²,1000000,3,4,2,Fátima
Apartamentos,66m²,315000,3,2,1,Gurupi
Casas,180m²,250000,4,2,2,Vale Quem Tem
Apartamentos,117m²,180000,4,3,2,
Casas,70m²,300000,4,2,2,Saci
Casas,300m²,930000,4,3,4,Novo Uruguai
Apartamentos,50m²,135000,2,1,1,Angelim
Apartamentos,67m²,420000,3,3,2,Ininga
Apartamentos,89m²,350000,4,3,2,Morada do Sol
Apartamentos,119m²,600000,4,2,2,Jóquei
Apartamentos,90m²,370000,2,2,1,São João
Apartamentos,59m²,220000,3,2,1,Novo Horizonte
Casas,40m²,170000,2,1,3,Vale do Gavião
Casas,303m²,850000,4,4,4,São Cristóvão
Casas,329m²,2750000,3,5 ou mais,4,Uruguai
Casas,122m²,529000,3,2,2,Gurupi
Apartamentos,80m²,560000,3,4,2,Horto
Casas,400m²,950000,4,4,,
Apartamentos,102m²,270000,3,2,2,Morada do Sol
Apartamentos,142m²,1139000,3,1,3,São Cristóvão
Casas,95m²,170000,2,1,0,Mocambinho
Casas,160m²,600000,4,3,3,Fátima
Apartamentos,50m²,130000,2,1,1,Uruguai
Casas,500m²,130000,3,2,4,Lourival Parente
Casas,400m²,600000,3,1,2,Centro
Apartamentos,77m²,240000,3,3,1,Santa Isabel
Apartamentos,81m²,730000,3,2,2,Jóquei
Casas,68m²,32309,2,1,,
Casas,280m²,1650000,4,5 ou mais,4,Uruguai
Apartamentos,62m²,290000,3,2,2,São João
Casas,220m²,1500000,4,3,2,Uruguai
Apartamentos,72m²,460000,2,2,2,São Cristóvão
Casas,300m²,1150000,4,3,4,Novo Uruguai
Apartamentos,56m²,80000,2,1,1,Gurupi
Casas,350m²,880000,2,5 ou mais,5 ou mais,Gurupi
Apartamentos,86m²,564990,3,3,2,Jóquei
Casas,266m²,600000,3,4,,Lourival Parente
Casas,290m²,3000000,3,5 ou mais,4,Uruguai
Apartamentos,50m²,168985,2,2,1,Bela Vista
Apartamentos,56m²,225000,2,2,1,Aeroporto
Apartamentos,56m²,175000,3,1,1,Vale Quem Tem
Casas,102m²,240000,2,2,1,Saci
Casas,144m²,289000,3,2,1,Pedra Mole
Apartamentos,34m²,197800,1,1,1,São Cristóvão
Apartamentos,58m²,185000,1,2,1,Santa Isabel
Apartamentos,103m²,620000,3,2,2,Jóquei
Apartamentos,77m²,320000,2,2,2,Santa Isabel
Casas,65m²,165000,3,1,1,Santa Maria
Apartamentos,45m²,110000,2,1,,Vale Quem Tem
Apartamentos,137m²,500000,2,1,2,Jóquei
Apartamentos,131m²,1039530,3,4,2,Jóquei
Apartamentos,75m²,350000,2,3,1,São Cristóvão
Casas,202m²,2000000,3,2,2,Uruguai
Apartamentos,32m²,288000,1,1,1,Horto
Casas,105m²,315000,3,1,4,Vale Quem Tem
Apartamentos,225m²,2163425,4,5 ou mais,4,Jóquei
Apartamentos,60m²,300000,2,2,1,Morros
Apartamentos,74m²,495000,2,2,1,Santa Isabel
Casas,77m²,311000,3,3,2,Pedra Mole
Apartamentos,200m²,1600000,4,5 ou mais,5 ou mais,Jóquei
Apartamentos,75m²,260000,3,1,1,Uruguai
Casas,288m²,250000,3,1,,Parque Alvorada
Apartamentos,107m²,860000,3,3,3,Jóquei
Casas,186m²,995000,4,4,4,Ininga
Apartamentos,110m²,450000,3,3,,Centro
Apartamentos,77m²,160000,3,2,1,Ininga
Casas,130m²,330000,3,3,2,Morros
Casas,99m²,380000,3,2,2,Gurupi
Apartamentos,227m²,1900000,3,4,4,Jóquei
Casas,450m²,2650000,5 ou mais,5 ou mais,4,Uruguai
Casas,77m²,323639,3,3,2,Morros
Apartamentos,142m²,1174400,3,4,3,São Cristóvão
Apartamentos,107m²,900000,3,3,2,Jóquei
Apartamentos,75m²,270000,3,2,1,Piçarreira
Casas,302m²,2200000,4,5 ou mais,2,Uruguai
Casas,93m²,359000,3,3,2,Tabajaras
Casas,279m²,1280000,4,4,3,Morros
Casas,480m²,2500000,5 ou mais,5 ou mais,4,São Cristóvão
Apartamentos,66m²,280000,3,2,1,Gurupi
Casas,22000m²,20000,1,1,0,Promorar
Casas,180m²,995000,4,3,5 ou mais,Ininga
Apartamentos,174m²,950000,4,5 ou mais,2,Ilhotas
Apartamentos,59m²,311500,3,2,2,Recanto das Palmeiras
Apartamentos,70m²,300000,2,2,1,Morros
Casas,180m²,280000,4,2,2,Reis Veloso
Casas,340m²,1450000,5 ou mais,5 ou mais,2,São João
Apartamentos,77m²,340000,3,3,1,Campestre
Casas,250m²,570000,4,5 ou mais,,Fátima
Casas,160m²,385000,3,3,4,Buenos Aires
Casas,224m²,1500000,4,5 ou mais,2,Uruguai
Apartamentos,206m²,1780000,3,3,3,Jóquei
Casas,267m²,2500000,4,4,2,Uruguai
Apartamentos,200m²,1780000,4,4,3,Jóquei
Casas,180m²,1050000,4,4,2,Horto
Apartamentos,110m²,550000,3,3,2,Ininga
Casas,440m²,1300000,4,5 ou mais,4,Socopo
Apartamentos,191m²,980000,4,5 ou mais,3,Fátima
Apartamentos,130m²,924670,3,4,2,Fátima
Apartamentos,160m²,1600000,3,4,3,Jóquei
Casas,491m²,3100000,4,5 ou mais,3,Tabajaras
Apartamentos,46m²,170000,2,1,1,Piçarreira
Apartamentos,69m²,250000,3,1,1,Cristo Rei
Apartamentos,76m²,220000,2,1,1,Ininga
Apartamentos,84m²,270000,3,2,1,Santa Lia
Apartamentos,52m²,160000,2,1,1,Campestre
Casas,160m²,750000,4,3,2,Morros
Apartamentos,61m²,195000,2,2,1,Novo Horizonte
Apartamentos,60m²,350000,2,2,1,São João
Casas,145m²,690000,4,5 ou mais,3,Morros
Apartamentos,55m²,220000,2,2,1,São Cristóvão
Casas,322m²,1299000,4,4,5 ou mais,Ininga
Casas,491m²,3100000,4,5 ou mais,3,Tabajaras
Apartamentos,71m²,195000,2,2,1,Santa Isabel
Casas,1000m²,3700000,5 ou mais,4,0,Horto
Casas,542m²,3000000,4,5 ou mais,4,Uruguai
Casas,246m²,1500000,3,4,4,Uruguai
Casas,226m²,750000,4,5 ou mais,5 ou mais,Fátima
Apartamentos,180m²,1200000,4,4,3,Fátima
Casas,170m²,495000,3,4,,Morros
Casas,160m²,385000,3,3,4,Buenos Aires
Casas,137m²,860000,4,5 ou mais,3,Morros
Casas,200m²,870000,4,5 ou mais,5 ou mais,Ininga
Casas,600m²,2980000,4,5 ou mais,4,Uruguai
Casas,254m²,2100000,3,5 ou mais,4,Gurupi
Casas,352m²,2100000,3,4,5 ou mais,Jóquei
Casas,246m²,1500000,3,4,4,Uruguai
Casas,440m²,1300000,4,5 ou mais,4,Socopo
Casas,226m²,750000,4,5 ou mais,5 ou mais,Fátima
Casas,113m²,390000,3,2,3,Piçarreira
Casas,137m²,860000,4,5 ou mais,3,Morros
Casas,542m²,3000000,4,5 ou mais,4,Uruguai
Casas,107m²,633999,4,4,3,Morros
Casas,230m²,1800000,4,4,4,Fátima
Casas,405m²,2800000,4,5 ou mais,2,Tabajaras
Casas,287m²,850000,5 ou mais,5 ou mais,4,São João
Casas,136m²,950000,4,4,2,Morros
Casas,287m²,850000,5 ou mais,5 ou mais,4,São João
Casas,216m²,1100000,4,5 ou mais,3,Gurupi
Apartamentos,85m²,460000,3,2,2,Ilhotas
Apartamentos,127m²,1150000,3,3,2,Fátima
Apartamentos,86m²,562990,3,4,2,Jóquei
Apartamentos,105m²,650000,3,2,2,Fátima
Apartamentos,130m²,770000,3,2,2,Fátima
Apartamentos,80m²,560000,3,4,2,Horto
Apartamentos,82m²,650000,3,4,2,Jóquei
Apartamentos,75m²,420000,3,2,1,Santa Isabel
Apartamentos,72m²,398000,3,3,2,Noivos
Apartamentos,77m²,370000,2,3,1,Campestre
Apartamentos,90m²,482800,3,2,2,São Cristóvão
Apartamentos,62m²,340000,3,2,2,São João
Apartamentos,106m²,850000,3,4,2,Horto
Casas,230m²,750000,4,3,4,Santa Isabel
Apartamentos,72m²,460000,2,3,2,São Cristóvão
Apartamentos,64m²,390000,3,1,2,Cristo Rei
Apartamentos,66m²,280000,3,2,1,Piçarra
Apartamentos,106m²,870000,3,3,2,Horto
Apartamentos,89m²,350000,3,3,2,Morada do Sol
Apartamentos,50m²,212300,2,1,1,Cristo Rei
Casas,358m²,2980000,5 ou mais,5 ou mais,4,Gurupi
Apartamentos,85m²,630000,3,2,1,Ilhotas
Casas,200m²,870000,4,5 ou mais,5 ou mais,Ininga
Casas,137m²,860000,4,5 ou mais,3,Morros
Apartamentos,355m²,2300000,4,4,3,Ilhotas
Apartamentos,141m²,1270000,3,4,3,Fátima
Apartamentos,45m²,199000,2,2,1,Uruguai
Apartamentos,68m²,360000,3,2,1,Fátima
Apartamentos,141m²,1350000,3,3,3,Fátima
Casas,182m²,987000,4,1,2,Horto
Casas,254m²,1950000,4,5 ou mais,4,Uruguai
Casas,190m²,390000,3,1,3,Gurupi
Casas,124m²,410000,4,3,2,Morros
Apartamentos,55m²,200000,2,1,1,Uruguai
Casas,110m²,390000,3,2,2,Piçarreira
Apartamentos,81m²,730000,3,5 ou mais,2,Ininga
Apartamentos,74m²,470000,2,2,1,Santa Isabel
Apartamentos,59m²,226000,3,2,1,Vale Quem Tem
Apartamentos,47m²,150000,2,1,1,Campestre
Apartamentos,60m²,250672,3,2,1,Uruguai
Apartamentos,225m²,2163000,4,1,4,Jóquei
Apartamentos,119m²,950000,3,4,2,São Cristóvão
Apartamentos,71m²,490000,3,3,2,Uruguai
Casas,140m²,300000,3,3,2,Piçarra
Casas,75m²,150000,2,2,2,Jacinta Andrade
Casas,375m²,2000000,3,4,2,Centro
Casas,375m²,2900000,5 ou mais,5 ou mais,5 ou mais,Tabajaras
Apartamentos,104m²,680000,4,3,2,Frei Serafim
Apartamentos,47m²,125000,2,1,1,Vale do Gavião
Apartamentos,75m²,330000,3,3,1,São Cristóvão
Apartamentos,86m²,562990,3,1,2,Jóquei
Casas,134m²,780000,4,3,3,Planalto
Apartamentos,50m²,225000,2,1,1,Uruguai
Casas,60m²,160000,2,2,1,Morros
Apartamentos,45m²,145000,2,1,1,Morros
Casas,77m²,303000,3,1,2,Morros
Apartamentos,100m²,780000,3,2,,Fátima
Casas,135m²,420000,3,1,2,Vale Quem Tem
Apartamentos,120m²,620000,3,4,2,Jóquei
Apartamentos,206m²,1780000,4,4,3,Jóquei
Casas,103m²,290000,2,2,,Renascença
Casas,200m²,590000,4,3,4,Satélite
Casas,180m²,1300000,3,2,2,Uruguai
Casas,228m²,1700000,4,4,2,Uruguai
Casas,440m²,1300000,4,1,4,Socopo
Apartamentos,70m²,338000,3,2,1,Ininga
Apartamentos,48m²,150000,2,1,1,Uruguai
Apartamentos,71m²,240211,3,2,1,Uruguai
Casas,120m²,240000,2,1,2,Santo Antônio
Casas,169m²,430000,3,3,4,Vale Quem Tem
Apartamentos,60m²,340000,2,2,,Ininga
Apartamentos,48m²,260000,2,2,1,Cidade Nova
Casas,216m²,1100000,4,4,2,Recanto das Palmeiras
Apartamentos,78m²,320000,3,3,1,Campestre
Apartamentos,80m²,750000,3,2,2,Jóquei
Casas,180m²,770000,4,4,2,Morros
Apartamentos,60m²,285000,2,3,1,Santa Isabel
Apartamentos,110m²,290000,3,2,2,São Pedro
Apartamentos,81m²,730000,3,2,2,Ininga
Apartamentos,85m²,535000,3,2,2,Ilhotas
Casas,70m²,280000,5 ou mais,2,2,Esplanada
Apartamentos,132m²,830000,3,2,2,Fátima
Casas,20m²,1800000,5 ou mais,5 ou mais,,Centro
Apartamentos,79m²,735000,2,3,2,Fátima
Apartamentos,85m²,460000,3,2,2,Ilhotas
Apartamentos,75m²,290000,3,2,1,Piçarreira
Casas,800m²,3000000,4,4,5 ou mais,Ininga
Apartamentos,77m²,370000,2,3,1,Campestre
Apartamentos,60m²,450000,3,3,1,Ininga
Apartamentos,65m²,310000,3,2,1,Cidade Nova
Apartamentos,56m²,230000,2,2,1,São Cristóvão
Apartamentos,68m²,270000,3,1,1,Gurupi
Casas,140m²,380000,3,1,2,São Pedro
Apartamentos,50m²,130000,2,1,1,Cidade Jardim
Apartamentos,62m²,435000,2,3,1,Recanto das Palmeiras
Apartamentos,77m²,250000,3,1,1,Campestre
Casas,65m²,180000,2,2,2,Morros
Casas,1680m²,37800,2,1,1,
Casas,1020m²,23000,2,1,1,
Apartamentos,106m²,890000,3,4,2,Horto
Casas,400m²,780000,3,4,5 ou mais,Memorare
Apartamentos,145m²,750000,3,3,2,Recanto das Palmeiras
Apartamentos,85m²,535000,3,2,2,Ilhotas
Apartamentos,56m²,272835,2,1,2,Uruguai
Apartamentos,225m²,2200000,4,5 ou mais,4,Jóquei
Casas,100m²,150000,3,2,1,Cidade Jardim
Casas,134m²,750000,3,4,2,Morros
Apartamentos,48m²,165000,2,1,1,Marquês
Casas,200m²,930000,4,5 ou mais,5 ou mais,Fátima
Apartamentos,140m²,990000,4,4,3,Horto
Apartamentos,68m²,425360,3,2,2,Três Andares
Casas,219m²,650000,3,4,2,Piçarreira
Apartamentos,128m²,1200000,3,3,2,Horto
Apartamentos,74m²,360000,3,2,2,São Cristóvão
Casas,160m²,240000,2,1,1,Vale Quem Tem
Apartamentos,78m²,485000,3,2,2,Monte Castelo
Apartamentos,52m²,303000,2,1,1,Morada do Sol
Casas,160m²,680000,4,5 ou mais,2,Morros
Apartamentos,65m²,165000,3,2,1,Piçarra
Apartamentos,65m²,195000,3,2,1,Uruguai
Apartamentos,225m²,500000,3,2,4,São Cristóvão
Casas,110m²,550000,4,4,2,Morros
Apartamentos,200m²,850000,3,4,3,Fátima
Casas,70m²,240000,3,2,1,Centro
Apartamentos,130m²,1214042,3,4,3,Jóquei
Apartamentos,47m²,130000,2,1,1,Vale do Gavião
Apartamentos,70m²,450000,3,2,2,Recanto das Palmeiras
Apartamentos,72m²,350000,3,3,1,São Cristóvão
Apartamentos,58m²,250000,3,1,1,Zoobotânico
Apartamentos,49m²,209490,2,1,1,Cristo Rei
Casas,180m²,1300000,3,3,4,Gurupi
Apartamentos,62m²,230000,3,2,1,Novo Horizonte
Apartamentos,123m²,100000,4,4,2,Santa Isabel
Casas,300m²,250000,3,2,5 ou mais,Esplanada
Apartamentos,60m²,280000,2,1,1,Uruguai
Apartamentos,60m²,370000,3,1,1,Uruguai
Apartamentos,85m²,460000,3,2,2,Ilhotas
Apartamentos,137m²,900000,3,3,2,Jóquei
Apartamentos,119m²,950000,3,2,2,Fátima
Apartamentos,78m²,489000,3,2,2,São Cristóvão
Apartamentos,78m²,485000,3,2,2,Monte Castelo
Apartamentos,65m²,330000,3,2,2,Recanto das Palmeiras
Apartamentos,60m²,340000,2,2,1,Santa Isabel
Apartamentos,74m²,355000,3,2,1,Santa Isabel
Apartamentos,77m²,390000,2,2,2,Noivos
Apartamentos,56m²,354155,3,2,2,Cristo Rei
Casas,40m²,90000,2,2,1,
Casas,157m²,419108,3,4,2,Morros
Apartamentos,61m²,250000,3,2,1,Novo Horizonte
Casas,210m²,1450000,4,4,2,Uruguai
Apartamentos,210m²,1000000,4,5 ou mais,4,Jóquei
Casas,250m²,820000,4,4,1,Fátima
Apartamentos,68m²,185000,3,2,1,Monte Castelo
Apartamentos,86m²,564990,3,2,2,Jóquei
Casas,150m²,380000,3,4,2,
Apartamentos,78m²,190000,3,2,1,Ininga
Casas,272m²,2100000,4,4,4,Gurupi
Apartamentos,80m²,560000,3,2,2,Ininga
Casas,99m²,650000,4,4,4,Cidade Jardim
Casas,251m²,150000,2,1,1,Parque Poti
Apartamentos,80m²,430000,3,3,1,Fátima
Apartamentos,70m²,100000,2,2,1,Real Copagri
Apartamentos,56m²,163000,2,2,1,Bela Vista
Casas,102m²,315000,3,2,2,Renascença
Casas,553m²,1400000,5 ou mais,5 ou mais,5 ou mais,Santa Isabel
Casas,440m²,1300000,4,1,4,Socopo
Apartamentos,120m²,190000,3,3,1,Centro
